Title,URL,Description,Publication Icon,Not Safe For Work,Categories,Member Count,Show Member Count,Monthly Recurring Revenue (MRR),Show MRR,Ghost Rank,Featured,Feature Image,Text Color,Background Color,Accent Color,Language,MRR Members Rank,MRR Members Diff Rank,Show Iframe,Object ID,Created At,Updated At
The Diff,https://www.thediff.co/,Inflections in Finance and Tech,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1670992264946-difflogo-3.png?width=75&height=75&resize=contain,False,['finance'],70337,True,,False,99191,True,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/object/public/images/thediff_feature.png?width=600&height=426&resize=cover,#15171A,#9FD0CC,#00A5A3,en,70337,103,True,0b63c98f-0a46-4220-b10d-8ccbfb6cdcc8,1670992267,1754150449
Yardeni QuickTakes,https://www.yardeniquicktakes.com/,Gain a competitive edge with clear analysis and expert commentary on the economic indicators that drive the market. Posted by Dr Ed Yardeni and his research team.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1687374052841-circle-approved-yri.png?width=75&height=75&resize=contain,False,['finance'],21452,True,87K,True,2422913,False,,,,#2e7e74,en,894021.2,1297,True,771487bc-264a-48c1-afc9-79114f622ef3,1661628272,1754015972
Cestrian Capital Research.,https://www.cestriancapitalresearch.com/,"Market-neutral, institutional-grade investment research. Fiercely independent.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1729256480637-Cestrian-Capital-Research---SA-3.png?width=75&height=75&resize=contain,False,['finance'],0,False,15K,True,8172778,False,,,,#040244,en,151769.017491,4220,True,e348a932-08f7-4598-b99a-f32aa6ed7ed4,1681291099,1754120110
Club Bursátil Confidencial,https://www.hugoferrer.es/,Club Bursátil Confidencial de Hugo Ferrer,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1667407256627-ibccuadradomaspque.png?width=75&height=75&resize=contain,False,['finance'],5000,True,12K,True,33620691,False,,,,#0d7680,es,122405.40504,8,True,206c658e-fd0f-4a50-b631-38c63d38c2c5,1667407260,1754036157
The Flash Report,https://theflashreport.ghost.io/,"Get ahead with sharp, no-nonsense market insights that turn information into action",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1745938488100-800-v3.png?width=75&height=75&resize=contain,False,['finance'],97493,True,,False,65314242,False,,,,#FF1A75,en,97493,2422,True,436f2bb6-078c-47d4-adb6-262aa28daf68,1745938488,1754217886
Tiblio,https://tiblio.com/,"Tiblio offers real-time stock options, P&L alerts, trade education, and a community. Follow my journey in the bi-weekly Titan Path newsletter.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1708469585514-logo-1.png?width=75&height=75&resize=contain,False,['finance'],1566,True,7K,True,1880150,False,,,,#00a205,en,71190.5,27,True,7ea93275-95d5-450a-83ce-e31884ac98a6,1708469587,1754064019
Notes on the Crises,https://www.crisesnotes.com/,"Macroeconomics, Money and Market Governance",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1692546145138-FOMC%20table.jpg?width=75&height=75&resize=contain,False,['finance'],57492,True,,False,298921,False,,,,#000000,en,57492,12,True,34f202ba-e950-4887-915b-746b107f9c8b,1658238539,1751454014
LONG EQUITY | Investment Research,https://subscribe.longeq.com/,Data-driven insights. Insight-driven data. Institutional quality investment research.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1731708392151-logo-1.png?width=75&height=75&resize=contain,False,['finance'],0,False,2K,True,56829335,False,,,,#41c3af,en,23681,210,True,ed24667a-8b3d-478f-a80c-5266ff388790,1731328228,1753721946
Swing Trading Report,https://www.swingtradingreports.com/,Casey Stubbs Market Report- Weekly Market Analysis and Trading Ideas,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1675786631932-swing%20trading%20report.png?width=75&height=75&resize=contain,False,['finance'],12924,True,392,True,381599600,False,,,,#12ca30,en,16839.2,312,True,534c9c53-2633-4dfa-b606-295e70e11141,1675786633,1754166614
Hluthafinn,https://www.hluthafinn.is/,In-depth articles about business and economic affairs in Iceland.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1750223116818-Hluthafinn_favicon_negative.png?width=75&height=75&resize=contain,False,['finance'],626,True,2K,True,66407283,False,,,,#0097B2,is,16442.135,0,True,0f00c1ea-f9ec-4a49-b1f9-6964e6651ffa,1750223117,1749716605
